	logamplitude	logpitch	logFM	logAM2	logentropy	logpitchgoodness	logmeanfreq	logvpitch	logvFM	logventropy	logvpitchgoodness	vmeanfreq	PC1	PC1neg	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	Population	Domesticated	Template	Target
188	0.213087218	0.403019926	0.467181498	0.398835566	0.318201455	0.399242528	0.222246393	0.034468704	0.326919169	0.199369104	0.31045136	0.199172251	-0.742843013	0.742843013	0.889401264	-0.285938762	-0.583778638	0.16955959	0.213037826	-0.272065658	0.258096226	-0.051992577	0.236914181	0.219853294	-0.073524336	ECU	Domesticated	filtered_NewRunPU170_tclust	filtered_NewRunLP49_tclust
189	0.441892994	0.157824865	0.453664333	0.303611705	0.841754192	0.559548314	0.933715383	-0.218717112	0.37656447	0.266952914	0.386310496	0.347207812	0.565697994	-0.565697994	0.254079557	-1.216903741	1.011619501	-0.441127113	-0.91291278	1.676282371	-0.048195665	-0.156510791	-0.224773767	-0.292898539	0.045729745	ECU	Domesticated	filtered_NewRunPU170_tclust	filtered_NewRunLP74_tclust
190	0.587621751	0.626323038	0.598918689	0.594707592	0.572480546	0.76406415	0.612500281	0.540434618	0.578299974	0.525819416	0.730674158	0.56463769	2.615848524	-2.615848524	0.457775384	-0.199255539	-0.020313115	0.603460016	0.186018944	-0.200839951	-0.190328688	-0.223139028	-0.202467527	0.081146161	0.038140397	ECU	Domesticated	filtered_NewRunPU170_tclust	filtered_NewRunLP85_tclust
191	0.531876916	0.365231017	0.570643201	0.501128734	0.807616249	0.551861992	0.565625537	0.292675849	0.492405963	0.463492569	0.450388747	0.424963947	1.496258535	-1.496258535	0.396566395	-0.008982232	-0.111681487	0.120722635	-0.549634374	0.772101075	0.178792006	-0.001970191	0.035676936	-0.169214982	0.016094448	ECU	Domesticated	filtered_NewRunPU170_tclust	filtered_NewRunLP87_tclust
192	0.883919286	0.61116238	0.590431861	0.343274247	0.406235266	0.540443022	0.471556395	0.156024536	0.286305923	0.28518961	0.439947562	0.409947754	0.937615929	-0.937615929	-0.989807758	-0.160190111	-0.11460669	0.08849197	0.636093496	-0.03314031	-0.386534208	-0.169835941	0.381789457	0.060835691	-0.050698443	ECU	Domesticated	filtered_NewRunPU170_tclust	filtered_NewRunPU167_tclust
193	0.967594339	0.553354965	0.590838189	0.54475123	0.572049011	0.555231594	0.609739231	0.245630874	0.543966294	0.52320027	0.435349748	0.520547788	2.040820711	-2.040820711	-0.923159125	0.132767238	0.070050755	-0.24266885	-0.155250063	0.000524249	-0.127212228	0.051064718	0.117113152	0.198439016	0.0847243	ECU	Domesticated	filtered_NewRunPU170_tclust	filtered_SameEarlierALP68_tclust
194	0.429053101	0.442530545	0.516877435	0.596816522	0.410505276	0.407240324	0.258560004	0.126025662	0.449620481	0.323544657	0.40336974	0.332777969	0.323959658	-0.323959658	0.438844716	0.004149695	-0.685314811	0.044608754	-0.013466409	-0.415970121	0.543550158	-0.065772212	0.017201744	0.325621643	-0.161506485	ECU	Domesticated	filtered_NewRunPU170_tclust	filtered_SameEarlierALP75_tclust
195	0.302620599	0.544219684	0.436629414	0.384269607	0.504211756	0.391256784	0.596958509	-0.067935322	0.413767845	0.430139327	0.291785521	0.532916501	0.441648887	-0.441648887	0.846104697	-0.201402077	0.27956048	-0.866385211	-0.050954994	0.184733384	-0.310946741	-0.47907378	0.073823975	0.216737521	-0.138480994	ECU	Domesticated	filtered_SameEarlierALP68_tclust	filtered_NewRunDP99_tclust
196	1.154364942	0.630678998	0.433973582	0.496261316	0.716441132	0.348290425	0.656948373	-0.13432717	0.347384318	0.460406663	0.170991674	0.503609565	1.307720248	-1.307720248	-1.721517056	0.482850208	0.227170242	-1.383811511	0.055064491	0.751345015	-0.135116841	0.000548099	-0.086789398	0.248276455	0.1184296	ECU	Domesticated	filtered_SameEarlierALP68_tclust	filtered_NewRunLP47_tclust
197	0.986610932	0.529276812	0.571934159	0.516955917	0.470409716	0.566610094	0.31881174	0.035339042	0.437431542	0.383319546	0.408661078	0.517270571	1.227407484	-1.227407484	-1.246084986	-0.014632862	-0.764856134	-0.209005012	0.039657877	-0.241397819	-0.030410322	-0.297534756	0.161567336	0.292109614	0.15717897	ECU	Domesticated	filtered_SameEarlierALP68_tclust	filtered_NewRunLP49_tclust
198	1.11039992	0.768207414	0.719753513	0.732093816	0.956117778	0.633195472	0.881550528	0.432018134	0.660234501	0.672970634	0.606418854	0.677779747	4.03844407	-4.03844407	-0.918108642	0.321305433	0.342607283	-0.536536182	-0.002118371	0.736821181	0.067483895	0.11169493	-0.101456934	0.107352347	-0.105155829	ECU	Domesticated	filtered_SameEarlierALP68_tclust	filtered_NewRunLP74_tclust
199	1.098877037	0.872702596	0.901843538	0.948608587	0.915083591	0.875415536	0.831973426	0.78261283	0.928414025	0.812803554	0.831451829	0.759445081	5.539684568	-5.539684568	-0.484780084	0.232859312	-0.074174609	0.103472821	0.035415916	-0.006846558	0.30076413	0.244675704	-0.023040484	0.266920471	0.046530643	ECU	Domesticated	filtered_SameEarlierALP68_tclust	filtered_NewRunLP85_tclust
200	0.998671362	0.651639939	0.596734284	0.685573761	0.787882284	0.676556854	0.371973271	-0.183846106	0.473961746	0.506012071	0.624035071	0.660650396	2.314589941	-2.314589941	-1.123177833	-0.361001803	-1.261720672	-0.779342097	0.028780789	0.332653591	0.116123419	-0.562018809	-0.485586789	0.202773754	-0.036070735	ECU	Domesticated	filtered_SameEarlierALP68_tclust	filtered_NewRunLP87_tclust
201	0.542785301	0.781857123	0.667435549	0.850406938	0.820950224	0.448645236	0.586461045	0.119508908	0.579612427	0.630164596	0.304690271	0.671035812	2.489751828	-2.489751828	0.584707427	0.443359365	-0.331793328	-1.409611991	0.096814788	0.220785158	0.735082329	-0.249107934	0.033253154	0.229375398	-0.033135088	ECU	Domesticated	filtered_SameEarlierALP68_tclust	filtered_NewRunPU167_tclust
202	1.164860281	0.588918117	0.698737584	0.737171615	0.805941166	0.679638648	0.566374061	0.425819276	0.654870982	0.705418435	0.566966121	0.633789274	3.422083648	-3.422083648	-1.208114711	0.447984081	-0.479239694	-0.128975574	-0.407357583	0.122681671	0.13428856	0.108602855	-0.053841202	0.03379278	0.162535651	ECU	Domesticated	filtered_SameEarlierALP68_tclust	filtered_NewRunPU170_tclust
203	0.965928118	0.550795775	0.501290968	0.683940782	0.543225716	0.379555555	0.388229313	0.098716105	0.322824651	0.476549246	0.463148357	0.458320203	1.318178504	-1.318178504	-1.121323004	0.463968378	-0.521928664	-0.428866373	0.11530372	-0.198136333	0.382095162	-0.06614706	-0.38922546	0.050312198	-0.272313333	ECU	Domesticated	filtered_SameEarlierALP68_tclust	filtered_SameEarlierALP75_tclust
204	0.65285129	0.590906422	0.549505807	0.555937164	0.337656567	0.477323137	0.795298523	0.076402554	0.449139679	0.655552893	0.422056654	0.532441409	1.608685708	-1.608685708	-0.060402283	-0.248968962	0.787509189	-0.848219831	-0.029869258	-0.619557914	-0.302484806	-0.010368683	-0.102359012	-0.059358227	-0.157699395	ECU	Domesticated	filtered_SameEarlierALP75_tclust	filtered_NewRunDP99_tclust
205	0.832061495	0.515347046	0.497030222	0.465886581	0.419436566	0.345338726	0.653933315	0.124277369	0.433852093	0.617498879	0.24984112	0.626712477	1.258869086	-1.258869086	-0.652101381	0.472606665	0.538060414	-0.880213213	-0.347395966	-0.333396833	-0.38277919	-0.241230493	0.203656247	0.064981875	-0.081291334	ECU	Domesticated	filtered_SameEarlierALP75_tclust	filtered_NewRunLP47_tclust
206	0.561539675	0.566928252	0.637761975	0.614219646	0.54410477	0.574012868	0.529379049	0.441816539	0.603476923	0.601928296	0.516904567	0.645275426	2.207394493	-2.207394493	0.479283927	0.232330463	-0.138814618	0.019914328	-0.216364209	-0.399578347	0.005834125	-0.314018599	0.181698988	0.110882423	-0.06148206	ECU	Domesticated	filtered_SameEarlierALP75_tclust	filtered_NewRunLP49_tclust
207	0.713332516	0.767139988	0.747399333	0.801440081	0.939957207	0.732542809	1.004443224	0.675317412	0.680265954	0.866191555	0.705779019	0.795540762	4.574972749	-4.574972749	0.53317365	0.278469925	0.704264493	-0.342530636	-0.137105695	0.395509642	0.00161272	-0.10469359	-0.237700019	-0.311059996	-0.097621313	ECU	Domesticated	filtered_SameEarlierALP75_tclust	filtered_NewRunLP74_tclust
208	0.676907316	0.76328851	0.708273982	0.862433264	0.828461408	0.768044391	0.701890521	0.430992817	0.734031844	0.585440453	0.755479971	0.688930993	3.779170497	-3.779170497	0.394017211	-0.194332791	-0.214187459	-0.111088789	0.138208287	0.15486095	0.452131965	-0.248057542	-0.360370888	0.318010005	-0.043840643	ECU	Domesticated	filtered_SameEarlierALP75_tclust	filtered_NewRunLP85_tclust
209	0.622421839	0.665591116	0.780489347	0.792976494	0.772934686	0.729784025	0.660427038	0.410632725	0.506464414	0.73642212	0.648072241	0.805729799	3.444153962	-3.444153962	0.443639153	0.013330301	-0.236954223	-0.35360879	-0.063300098	-0.079548198	0.275039254	-0.593464753	-0.074581554	-0.465031281	-0.063759919	ECU	Domesticated	filtered_SameEarlierALP75_tclust	filtered_NewRunLP87_tclust
210	0.756099509	0.882797114	0.762681368	0.852373332	0.729049714	0.616840153	0.670149726	0.378131143	0.621058333	0.747121807	0.534884455	0.792061535	3.63343834	-3.63343834	0.134778439	0.387558972	-0.184062794	-0.886994429	0.326855103	-0.26196777	0.293578774	-0.31727427	0.041085902	0.092466226	-0.08140188	ECU	Domesticated	filtered_SameEarlierALP75_tclust	filtered_NewRunPU167_tclust
211	0.625517324	0.640561991	0.637270621	0.757896622	0.668925391	0.532625369	0.545145317	0.442567644	0.607517352	0.776414917	0.518222719	0.662299217	2.739304921	-2.739304921	0.443825232	0.581336429	-0.295045657	-0.405458083	-0.259253571	-0.350550497	0.18717755	-0.113443609	-0.108982248	-0.031246114	-0.125344211	ECU	Domesticated	filtered_SameEarlierALP75_tclust	filtered_NewRunPU170_tclust
212	0.906412785	0.64770382	0.594722728	0.632160946	0.718700907	0.433558422	0.663615283	0.209992033	0.466330396	0.533309797	0.433692549	0.517445826	2.170754196	-2.170754196	-0.69491784	0.360925866	0.128844737	-0.643703834	0.082632374	0.368804239	0.17514807	0.072966178	-0.059656204	0.095815639	-0.216865971	ECU	Domesticated	filtered_SameEarlierALP75_tclust	filtered_SameEarlierALP68_tclust
213	0.45904298	0.692221663	0.350820153	0.591925737	0.613968383	0.368759299	0.369811244	0.061915338	0.345480261	0.639811224	0.227207149	0.373032905	0.698996293	-0.698996293	0.589220408	0.721044309	-0.553867182	-1.041326347	0.280117025	0.022244512	-0.017755263	0.160571358	-0.418375	0.061401769	0.126986345	Chicago	Domesticated	FiltTry1_BL2PU2_tclust.xls	FiltTry1_NB_tclust.xls
214	0.740659782	0.746858649	0.818096578	0.784455485	0.842836458	0.813800933	0.753477949	0.715139082	0.738288767	0.719139333	0.741556269	0.728937795	4.287535982	-4.287535982	0.371999511	0.126461137	-0.019795988	0.230903469	0.013821626	0.091883474	0.15193971	-0.112757629	0.070979805	-0.050183329	0.023956725	Chicago	Domesticated	FiltTry1_BL2PU2_tclust.xls	FiltTry1_OR286BK100_tclust.xls
215	0.807295376	0.830496969	0.861464916	0.815519018	0.865812951	0.879665259	0.831434682	0.76757588	0.786455247	0.795104566	0.802584325	0.754308736	4.876087991	-4.876087991	0.296366406	0.071528588	0.074009802	0.187120222	0.128697046	0.048801262	0.034711995	-0.005710141	0.039593866	-0.064584651	0.041099312	Chicago	Domesticated	FiltTry1_BL2PU2_tclust.xls	FiltTry1_Pi4_tclust.xls
216	0.797907684	0.71498712	0.744786993	0.728698249	0.767910687	0.730815697	0.743739847	0.715224586	0.702935388	0.675277475	0.727878733	0.697846697	3.904048352	-3.904048352	0.112001352	0.268038644	0.136216208	0.320239308	0.016041473	0.018947923	0.031745513	-0.091830392	0.013410112	0.048274412	-0.080724176	Chicago	Domesticated	FiltTry1_BL2PU2_tclust.xls	FiltTry1_Pi9BK12_tclust.xls
217	0.837264231	0.768017131	0.799815204	0.832301651	0.876046267	0.825411266	0.876683082	0.746456555	0.803948636	0.733347645	0.825276118	0.739689256	4.753135542	-4.753135542	0.157782279	0.062438676	0.281715861	0.24704145	-0.024938371	0.171033683	0.154872812	-0.011609243	-0.149278787	0.076819782	-0.057647147	Chicago	Domesticated	FiltTry1_BL2PU2_tclust.xls	FiltTry1_RB200_tclust.xls
218	0.416969106	0.503980293	0.552457675	0.454478007	0.317239937	0.59517193	0.500942578	0.191558171	0.685399262	0.36490069	0.596318679	0.384868859	1.091956545	-1.091956545	0.638261307	-0.717667535	-0.071109147	0.363261682	-0.062245186	-0.54834256	-0.210126836	0.007428623	0.109415391	0.653358199	-0.154924169	Chicago	Domesticated	FiltTry1_BL2PU2_tclust.xls	FiltTry1_Re194_tclust.xls
219	0.822209013	0.775472161	0.823483177	0.820165174	0.856617099	0.844720487	0.84266365	0.764415751	0.790663985	0.767106788	0.846246943	0.791746743	4.821051275	-4.821051275	0.214590994	0.07838666	0.164787953	0.277397201	-0.023618707	0.046788421	0.062073402	-0.144825437	-0.090422079	-0.005210062	-0.078781845	Chicago	Domesticated	FiltTry1_BL2PU2_tclust.xls	FiltTry1_YE93_tclust.xls
220	0.575369994	0.368212585	0.635009101	0.513907125	0.593900175	0.593115302	0.461774068	0.249244054	0.466873758	0.473865572	0.374328501	0.358346388	1.1736181	-1.1736181	0.161343635	-0.136507859	-0.315452545	0.125034002	-0.393863462	0.113191107	0.219039763	0.153139236	0.297345468	-0.214766067	0.21528564	Chicago	Domesticated	FiltTry1_NB_tclust.xls	FiltTry1_BL2PU2_tclust.xls
221	0.529707897	0.437545675	0.67467199	0.54735378	0.608560646	0.502424101	0.496965945	0.256326803	0.541873163	0.452203898	0.452491155	0.344744946	1.350323867	-1.350323867	0.354022706	-0.158008301	-0.251169665	0.07008737	-0.276970583	0.126381819	0.33602832	0.254271088	0.311837266	0.013205753	-0.170131016	Chicago	Domesticated	FiltTry1_NB_tclust.xls	FiltTry1_OR286BK100_tclust.xls
222	0.983362517	0.983517571	0.972329787	0.957660364	0.96970654	0.996986595	0.953228781	0.934626878	0.912358868	0.924762755	0.959274154	0.945182934	6.392879195	-6.392879195	0.060040752	0.158514917	0.130974299	0.154575063	0.226228739	-0.032171183	0.033543263	-0.137825462	-0.028869196	-0.020414919	0.001857755	Chicago	Domesticated	FiltTry1_NB_tclust.xls	FiltTry1_Pi4_tclust.xls
223	0.821381464	0.80686586	0.796091336	0.837391858	0.808768784	0.798506945	0.759780696	0.763069454	0.746816856	0.722823975	0.783274967	0.76412644	4.513275127	-4.513275127	0.167022948	0.272876519	0.021921316	0.244807135	0.164093189	-0.081730753	0.175810883	-0.149829034	-0.060662723	0.071401031	-0.034697545	Chicago	Domesticated	FiltTry1_NB_tclust.xls	FiltTry1_Pi9BK12_tclust.xls
224	0.672133823	0.646494462	0.821508437	0.733857257	0.908359923	0.855836813	0.682042878	0.463466907	0.663768345	0.646191813	0.682145227	0.515133691	3.573433869	-3.573433869	0.385717396	-0.369088451	-0.367944388	0.123328842	-0.055362414	0.495127348	0.308744831	0.215965486	0.033563217	-0.236167053	0.173065919	Chicago	Domesticated	FiltTry1_NB_tclust.xls	FiltTry1_RB200_tclust.xls
225	0.295053786	0.292309716	0.48409133	0.389027915	0.425543679	0.338633181	0.269445301	-0.040290189	0.288633397	0.291262787	0.271955084	0.083703207	-0.833261104	0.833261104	0.614072466	-0.258089073	-0.537106438	-0.012232601	-0.152520339	0.062145885	0.325743429	0.35890884	0.174386832	-0.097592125	-0.162193558	Chicago	Domesticated	FiltTry1_NB_tclust.xls	FiltTry1_Re194_tclust.xls
226	0.911351039	0.851264035	0.844984692	0.872877453	0.892546319	0.83352037	0.819183783	0.813872583	0.798290249	0.786135159	0.819387269	0.82108125	5.098814693	-5.098814693	0.014378928	0.333237086	0.050991811	0.174332063	0.124400855	0.037374634	0.152478845	-0.123915083	-0.04450039	0.051032607	-0.040971799	Chicago	Domesticated	FiltTry1_NB_tclust.xls	FiltTry1_YE93_tclust.xls
227	0.725318559	0.410563907	0.630548709	0.695671246	0.53617073	0.61398757	0.599092878	0.247645843	0.547905821	0.447215943	0.485236708	0.506675643	1.894865407	-1.894865407	-0.249344249	-0.256654675	0.061602892	0.015407343	-0.387020112	-0.206688696	0.519090277	-0.115467037	-0.026131029	0.066505607	0.132049109	Chicago	Domesticated	FiltTry1_OR286BK100_tclust.xls	FiltTry1_BL2PU2_tclust.xls
228	0.460447125	0.174931606	0.536158757	0.367452168	0.503931187	0.453607321	0.324136321	0.088364406	0.463452835	0.30488468	0.386275431	0.183653392	-0.111992153	0.111992153	0.232685484	-0.389253094	-0.493231954	0.454578965	-0.697759495	0.20835861	0.19572041	0.274093661	0.265192408	0.02590601	-0.086045808	Chicago	Domesticated	FiltTry1_OR286BK100_tclust.xls	FiltTry1_NB_tclust.xls
229	0.906211227	0.674823696	0.74736738	0.634083439	0.79415423	0.701654909	0.627647566	0.453358107	0.713668272	0.741763635	0.548589905	0.576589464	3.349033941	-3.349033941	-0.333607384	0.224856074	-0.318122752	-0.184194349	-0.22034931	0.179234093	-0.155852848	0.285260521	0.233299029	0.047033622	0.12565908	Chicago	Domesticated	FiltTry1_OR286BK100_tclust.xls	FiltTry1_Pi4_tclust.xls
230	0.584855389	0.181380426	0.428448698	0.358357645	0.540873318	0.316359666	0.317665082	0.170473137	0.245825579	0.383733151	0.251384474	0.260937041	-0.338055181	0.338055181	-0.172135612	0.424227472	-0.305038597	0.196106265	-0.628370177	0.30704921	0.104178194	0.087989132	0.1225016	-0.341340085	-0.063448499	Chicago	Domesticated	FiltTry1_OR286BK100_tclust.xls	FiltTry1_Pi9BK12_tclust.xls
231	0.919212909	0.683800029	0.800401562	0.790806821	0.677917387	0.772934257	0.757384909	0.5735179	0.68365104	0.637384477	0.710324248	0.702460455	3.898556467	-3.898556467	-0.384173319	-0.051820752	0.145797436	0.152349343	0.008208024	-0.234815445	0.239082267	-0.12790434	0.048776645	0.029474661	0.013993961	Chicago	Domesticated	FiltTry1_OR286BK100_tclust.xls	FiltTry1_RB200_tclust.xls
232	0.608118909	0.206883835	0.555735475	0.411359267	0.373767405	0.328811096	0.225448559	0.027745884	0.214748204	0.170009933	0.288590563	0.201449498	-0.677385448	0.677385448	-0.468922627	-0.10108459	-0.548955627	0.30694416	-0.214518356	-0.070537535	0.538422648	-0.002815634	0.393903105	-0.154720199	-0.198879461	Chicago	Domesticated	FiltTry1_OR286BK100_tclust.xls	FiltTry1_Re194_tclust.xls
233	0.69285951	0.479087715	0.488798594	0.546874668	0.649887867	0.64755859	0.64027423	0.329493271	0.566447698	0.371443249	0.632219888	0.474704353	1.929994274	-1.929994274	-0.074367571	-0.273677124	0.154468778	0.420432066	-0.157744351	0.358668715	-0.003278882	-0.142798535	-0.348531237	0.305418479	0.023658715	Chicago	Domesticated	FiltTry1_OR286BK100_tclust.xls	FiltTry1_YE93_tclust.xls
234	0.485800137	0.778582887	0.694709234	0.71648402	0.513895389	0.680417646	0.692894973	0.2865419	0.347162542	0.816625827	0.557708239	0.612802176	2.617620292	-2.617620292	0.730204775	-0.118676656	0.076371134	-0.710477795	0.500930372	-0.632175602	-0.100179572	-0.17229916	-0.200158257	-0.654050214	-0.028013774	Chicago	Domesticated	FiltTry1_Pi4_tclust.xls	FiltTry1_BL2PU2_tclust.xls
235	0.407927171	0.503139524	0.476918318	0.42524668	0.556489468	0.53040425	0.379837909	0.224845085	0.295528902	0.707657144	0.460187435	0.280773217	0.790838406	-0.790838406	0.727524854	0.163630064	-0.577213188	-0.083337067	-0.014390783	-0.08004731	-0.455308797	0.334906378	-0.252399118	-0.572539042	-0.041312454	Chicago	Domesticated	FiltTry1_Pi4_tclust.xls	FiltTry1_NB_tclust.xls
236	0.638637944	0.785154373	0.79000031	0.453787512	0.733594525	0.319063489	0.279903033	0.108667965	0.425409278	0.851040806	0.234393501	0.371946965	1.483874882	-1.483874882	0.196161397	0.780745394	-1.223198878	-1.237680499	0.225991272	0.109799996	-0.309825056	0.625557921	0.810360182	-0.365061343	-0.407288433	Chicago	Domesticated	FiltTry1_Pi4_tclust.xls	FiltTry1_OR286BK100_tclust.xls
237	0.348871746	0.63669082	0.54474015	0.565161171	0.738497018	0.426476529	0.274430191	0.077924049	0.527369905	0.628878274	0.275717601	0.235813516	0.877200795	-0.877200795	1.01522571	0.353774233	-1.108436283	-0.748306455	0.017406434	0.296016562	0.184734698	0.596543062	0.064949624	0.123894382	0.020991094	Chicago	Domesticated	FiltTry1_Pi4_tclust.xls	FiltTry1_Pi9BK12_tclust.xls
238	0.742096348	0.900845182	0.831791105	0.719072545	0.772932576	0.758780233	0.731553735	0.591265479	0.648262603	0.855678277	0.67660158	0.636192681	4.056096406	-4.056096406	0.353786853	0.190080621	-0.138730589	-0.282137051	0.426567488	-0.10321962	-0.214633196	0.226737457	0.144650946	-0.222970086	-0.070642335	Chicago	Domesticated	FiltTry1_Pi4_tclust.xls	FiltTry1_RB200_tclust.xls
239	0.327738114	0.307198504	0.455882758	0.349639781	0.377483434	0.338552293	0.22107471	0.030440886	0.251590517	0.360530062	0.24232976	0.273524269	-0.735365372	0.735365372	0.541868984	0.081313006	-0.582732238	-0.050381126	-0.21757082	-0.184878104	0.031709218	-0.102345227	0.25936164	-0.16941178	-0.094223549	Chicago	Domesticated	FiltTry1_Pi4_tclust.xls	FiltTry1_Re194_tclust.xls
240	0.31129388	0.661683006	0.676570503	0.675282291	0.72128066	0.480907723	0.438530255	0.188013603	0.360838657	0.840536645	0.516828716	0.473864597	1.862485764	-1.862485764	1.225432719	0.229656738	-0.780311453	-0.782064693	0.064831611	-0.100293846	0.134647736	0.094036245	-0.178345786	-0.676235992	-0.422139752	Chicago	Domesticated	FiltTry1_Pi4_tclust.xls	FiltTry1_YE93_tclust.xls
241	0.423779104	0.113945584	0.288780511	0.303771608	0.235372292	0.309784232	0.459377817	0.07104262	0.348545957	0.322001293	0.388967867	0.26536218	-0.784819042	0.784819042	0.188213973	-0.205792573	0.396123993	0.380960243	-0.761678466	-0.337428132	-0.223387019	-0.054153226	-0.240286484	0.084703288	-0.257679974	Chicago	Domesticated	FiltTry1_Pi9BK12_tclust.xls	FiltTry1_BL2PU2_tclust.xls
242	0.311432738	0.098183614	0.391629353	0.283970901	0.235263639	0.372950493	0.235579552	-0.023803428	0.29354254	0.135500634	0.289379424	0.064095621	-1.509204299	1.509204299	0.363142805	-0.515156322	-0.313770198	0.59650269	-0.441066177	-0.209691158	0.189341591	0.159378635	0.170657824	0.071291089	-0.018794355	Chicago	Domesticated	FiltTry1_Pi9BK12_tclust.xls	FiltTry1_NB_tclust.xls
243	0.400758737	-0.05615764	0.261980555	0.178863913	0.368649579	0.185398938	0.370352621	-0.171092414	0.136137273	0.367944525	0.198028741	0.174923249	-1.764434714	1.764434714	0.025708772	-0.06854413	0.127830769	-0.076966919	-1.148747333	0.239821224	-0.253307346	0.01912938	-0.143828948	-0.483645219	-0.269677884	Chicago	Domesticated	FiltTry1_Pi9BK12_tclust.xls	FiltTry1_OR286BK100_tclust.xls
244	0.605841589	0.696237831	0.727386549	0.670849199	0.75430108	0.745397146	0.737259054	0.476018659	0.664408523	0.641799954	0.571736287	0.556301287	3.160777838	-3.160777838	0.553314518	-0.124332847	0.099571755	-0.094273309	0.056440942	0.191345048	0.060072672	0.118131126	0.113832745	-0.005253216	0.16112385	Chicago	Domesticated	FiltTry1_Pi9BK12_tclust.xls	FiltTry1_Pi4_tclust.xls
245	0.686749455	0.567048435	0.774598706	0.658723907	0.614022303	0.709131255	0.682999171	0.531110926	0.641187452	0.610171602	0.641421222	0.597590793	3.003569044	-3.003569044	0.194937059	-0.155315008	0.103739389	0.290847518	-0.17800153	-0.226825659	0.112331542	-0.046804336	0.240087228	-0.094706234	-0.050184671	Chicago	Domesticated	FiltTry1_Pi9BK12_tclust.xls	FiltTry1_RB200_tclust.xls
246	0.27148903	0.083434635	0.281063501	0.240534477	0.330385779	0.276265907	0.228652047	-0.074069076	0.154992383	0.189393833	0.112070698	0.12304223	-1.929629147	1.929629147	0.444184962	-0.024974986	-0.231641634	0.153390933	-0.530346527	0.127692824	0.090871481	-0.04172036	0.090335903	-0.158892583	0.121475039	Chicago	Domesticated	FiltTry1_Pi9BK12_tclust.xls	FiltTry1_Re194_tclust.xls
247	0.533753461	0.182576312	0.465528001	0.266397669	0.320717485	0.585923448	0.509718333	0.046339949	0.478721838	0.417267833	0.476045207	0.294010453	0.172861162	-0.172861162	0.00740273	-0.800472702	0.109978688	0.428131023	-0.767001673	-0.221603005	-0.543052725	0.087735785	0.052288679	-0.02423625	0.059956388	Chicago	Domesticated	FiltTry1_Pi9BK12_tclust.xls	FiltTry1_YE93_tclust.xls
248	0.841382984	0.779183125	0.848536014	0.852818415	0.831824751	0.833836658	0.949977735	0.754376267	0.844775236	0.849085272	0.85373724	0.776265617	5.073033727	-5.073033727	0.212377832	-0.008587406	0.451133758	0.103828113	-0.139660215	-0.07307588	0.046657397	0.064482502	-0.118114306	-0.023707715	-0.137064031	Chicago	Domesticated	FiltTry1_RB200_tclust.xls	FiltTry1_BL2PU2_tclust.xls
249	0.494063894	0.67194427	0.603533415	0.506822711	0.546395268	0.556687948	0.580208536	0.287355532	0.446523187	0.724706183	0.645379879	0.319910318	1.833485445	-1.833485445	0.640310335	-0.154320895	-0.173849153	-0.1245585	0.291589137	-0.209408272	-0.441000154	0.501721701	-0.224373537	-0.301235746	-0.402548447	Chicago	Domesticated	FiltTry1_RB200_tclust.xls	FiltTry1_NB_tclust.xls
250	0.810417168	0.700054781	0.825830412	0.849500009	0.823509106	0.775363826	0.910654751	0.45605796	0.716488884	0.798260731	0.777588701	0.517364695	4.184793825	-4.184793825	0.057935512	-0.396688752	0.291189368	-0.220587656	-0.100691249	0.123892917	0.310801829	0.538307343	-0.292388717	-0.229470501	-0.163470969	Chicago	Domesticated	FiltTry1_RB200_tclust.xls	FiltTry1_OR286BK100_tclust.xls
251	1.12987202	1.03057078	1.013296676	1.011193264	1.017650165	1.014947627	1.050834713	1.016914395	0.98694399	0.977279765	1.008227994	1.00903137	7.073821567	-7.073821567	-0.255854355	0.254685352	0.327323825	0.124728771	0.187058365	-0.008936113	0.030522409	-0.084182959	-0.038355889	0.049663056	-0.038773404	Chicago	Domesticated	FiltTry1_RB200_tclust.xls	FiltTry1_Pi4_tclust.xls
252	0.994488905	0.917226484	0.938685798	0.957435887	0.926441107	0.961231817	0.939081768	0.922577968	0.916236747	0.880721013	0.948516952	0.915844085	6.136395897	-6.136395897	-0.039452149	0.157314858	0.192543896	0.25415843	0.100304274	-0.093754281	0.118327959	-0.118087236	-0.072150655	0.053541103	-0.017258278	Chicago	Domesticated	FiltTry1_RB200_tclust.xls	FiltTry1_Pi9BK12_tclust.xls
253	0.437472236	0.426441303	0.705014447	0.468331088	0.576935926	0.6580999	0.50528909	0.248371614	0.377648666	0.484889175	0.558939098	0.369753559	1.343083213	-1.343083213	0.570637623	-0.558813601	-0.309507978	0.309137171	-0.073019055	0.084668637	0.017502055	0.003509203	0.230579495	-0.515866823	-0.092117033	Chicago	Domesticated	FiltTry1_RB200_tclust.xls	FiltTry1_Re194_tclust.xls
254	1.016657285	0.930475432	0.93123917	1.000064616	0.93236949	0.927462816	0.974369012	0.934704364	0.911087377	0.894160646	0.925330656	0.926178006	6.216354249	-6.216354249	-0.088052301	0.273714926	0.320400467	0.138226136	0.108011353	-0.108245042	0.22209588	-0.095066403	-0.118789042	0.057103568	-0.033744054	Chicago	Domesticated	FiltTry1_RB200_tclust.xls	FiltTry1_YE93_tclust.xls
