	logamplitude	logpitch	logFM	logAM2	logentropy	logpitchgoodness	logmeanfreq	logvpitch	logvFM	logventropy	logvpitchgoodness	vmeanfreq	PC1	PC1neg	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	batch	Population	batchpop	Template	Target
59	0.321167043	0.01457834	0.120021692	-0.051594341	-0.140801791	0.009913074	-0.138888476	-0.492272306	-0.141902932	-0.214239929	-0.200125211	-0.198074826	-4.934799398	4.934799398	-0.462265232	-0.116828876	-0.600653991	0.097898714	0.134053266	-0.407500298	-0.05922925	0.052219901	0.539760678	0.231349393	0.108078288	ECU	TGG	ECU-TGG	filtered_DP51LP79_tclust	filtered_YE41_tclust
60	0.312257346	-0.141626472	-0.069275679	-0.072885057	-0.158641332	-0.264225515	-0.119174909	-0.568873252	-0.467397614	-0.225725831	-0.216730407	-0.276561465	-5.982888329	5.982888329	-0.699195589	0.326769432	-0.208460201	-0.016898728	0.033729218	-0.229620092	0.060428016	-0.011452493	-0.039253811	-0.266716548	-0.369663446	ECU	TGG	ECU-TGG	filtered_DP77_tclust	filtered_BL65_tclust
61	0.038938055	-0.094962269	-0.121995282	-0.203323078	0.107283305	0.034372288	-0.144411011	-0.417447958	-0.268547937	-0.257671885	-0.214023152	-0.221851483	-5.533364907	5.533364907	0.41211825	0.111390961	-0.553132746	0.41713584	-0.063663535	0.56526495	-0.373814202	-0.207005111	0.062525729	-0.011904397	0.32029512	ECU	TGG	ECU-TGG	filtered_DP77_tclust	filtered_BR82_tclust
62	-0.315776963	-0.231011301	-0.155621876	-0.196799362	-0.207983104	-0.14299929	-0.110544709	-0.989332986	-0.628207694	-0.645965768	-0.555320725	-0.602068519	-8.071933137	8.071933137	0.756999913	-0.848318265	0.015870477	-0.291242946	0.48594553	0.423841344	0.550740518	0.005122131	0.191526731	-0.225548634	0.412688573	ECU	TGG	ECU-TGG	filtered_DP77_tclust	filtered_DP51LP79_tclust
63	0.05857219	-0.147139195	-0.064918656	0.079570776	-0.061032351	0.019344362	0.142940367	-0.40834472	-0.293878509	-0.320483275	-0.17657212	-0.162845164	-5.084344034	5.084344034	0.287241396	-0.235255432	0.458552545	0.252752971	-0.055227025	0.007937202	0.447428567	-0.321625082	-0.207762057	-0.091469522	0.244931236	ECU	TGG	ECU-TGG	filtered_DP77_tclust	filtered_WH10_tclust
64	0.004360565	-0.037136544	-0.031787932	-0.22860982	-0.08585613	-0.039090502	-0.189578694	-0.837030145	-0.312874702	-0.487073664	-0.045025276	-0.472506548	-6.334545717	6.334545717	0.152342901	-0.977337002	-0.783186211	0.286242865	0.514102623	0.348433576	-0.152547997	0.107994331	0.023236117	0.27761499	-0.3142785	ECU	TGG	ECU-TGG	filtered_DP77_tclust	filtered_WH18_tclust
65	-0.305869823	-0.321125641	-0.174920096	-0.573620366	-0.528742335	-0.325493445	-0.292759879	-1.374799646	-0.660859657	-0.781451301	-0.513467088	-0.828796301	-9.795595396	9.795595396	0.267873389	-1.508737528	-0.281546549	-0.205564895	0.519630256	0.084943647	-0.245888623	0.281897628	0.579978379	0.082588173	-0.223388846	ECU	TGG	ECU-TGG	filtered_DP77_tclust	filtered_YE182_tclust
66	0.42809816	0.261387435	0.19343604	0.093574548	0.130044268	0.028571133	0.110922171	-0.36378504	-0.166927403	-0.214450362	-0.127873598	-0.195615168	-3.73158847	3.73158847	-0.534625912	0.039554006	-0.162173244	-0.186285168	0.760116224	0.296967987	0.244743005	0.267917964	0.353297081	0.159235241	-0.014557476	ECU	TGG	ECU-TGG	filtered_DP77_tclust	filtered_YE188_tclust
67	0.361703726	-0.079025419	-0.076448744	-0.007533764	-0.230733451	-0.10113839	0.052542236	-0.700956321	-0.435979673	-0.459437624	-0.369495979	-0.172083465	-5.870217059	5.870217059	-0.964453833	-0.178744721	0.369502932	-0.307324162	0.341370542	-0.183339551	0.345390482	-0.432206481	0.102973595	0.110947134	0.281674895	ECU	TGG	ECU-TGG	filtered_DP77_tclust	filtered_YE189_tclust
68	0.338049243	-0.018453147	0.116150718	-0.079985999	0.069400402	0.061487051	-0.202460505	-0.4986638	-0.346623042	-0.21325739	-0.291450058	-0.356675677	-5.204284134	5.204284134	-0.551977271	0.035975152	-0.929904121	0.11733547	0.28364117	0.282785592	0.073194046	0.325875431	0.473686761	-0.334926749	0.385791983	ECU	TGG	ECU-TGG	filtered_DP77_tclust	filtered_YE41_tclust
69	0.112764416	0.203859223	0.11464896	0.208713097	0.152756083	0.227735242	0.057215048	-0.131869311	-0.033193514	0.135018423	0.084446863	-0.051444842	-2.946860656	2.946860656	0.783716617	0.109546794	-0.519382313	0.186554934	0.197431684	-0.250911328	-0.045170371	0.090964252	-0.269204463	-0.139023535	0.164730019	ECU	TGG	ECU-TGG	filtered_WH10_tclust	filtered_BL65_tclust
70	-0.159341798	-0.234339	-0.159929405	0.382886492	0.160025617	-0.17442317	-0.200221294	-0.517251385	-0.305839082	-0.120814471	-0.352372481	-0.030535805	-5.389978231	5.389978231	1.035284423	0.739620428	-0.697659575	-0.508377406	-0.714474116	-0.0350865	1.328837754	-0.636873415	-0.650298992	-0.207434888	0.256824298	ECU	TGG	ECU-TGG	filtered_WH10_tclust	filtered_BR82_tclust
71	0.124512376	0.114956802	0.079557226	0.201453065	0.050792178	0.054149083	0.157589146	-0.006547792	-0.013698464	0.022411086	0.017564665	0.053060751	-3.18320792	3.18320792	0.68137622	0.44147124	0.174594647	0.31005009	-0.019102654	-0.393662832	0.127724245	-0.197139361	-0.075758652	0.086789949	-0.056531381	ECU	TGG	ECU-TGG	filtered_WH10_tclust	filtered_DP51LP79_tclust
72	0.487014977	0.090926196	0.156998566	0.361433335	0.102116824	0.148680317	0.097250518	-0.059206911	-0.038564698	-0.055998639	-0.016132478	-0.000773879	-2.80717644	2.80717644	-0.48281473	0.408239319	-0.169670666	0.329329302	0.039289751	-0.355661464	0.681507669	-0.017274672	-0.102832879	0.065644026	0.273140531	ECU	TGG	ECU-TGG	filtered_WH10_tclust	filtered_DP77_tclust
73	0.58163762	0.099209422	0.284487919	0.41283891	0.133492527	0.129482556	0.237147757	-0.002419556	0.116823287	0.049021443	0.165816827	0.094994423	-1.885882859	1.885882859	-0.618046665	0.236999854	0.059749658	0.339464881	-0.237644377	-0.46040639	0.64783555	0.042295699	-0.053365715	0.128383647	-0.18556146	ECU	TGG	ECU-TGG	filtered_WH10_tclust	filtered_WH18_tclust
74	0.391284827	0.154976895	0.27352107	0.289621048	0.033917405	0.099120468	0.14859695	-0.052817145	-0.010245682	-0.036320344	0.01644612	-0.002576568	-2.764561051	2.764561051	-0.179867429	0.225138427	-0.011472882	0.268845142	0.197329871	-0.506588941	0.511674236	0.051054427	0.274075758	0.046952967	-0.052624739	ECU	TGG	ECU-TGG	filtered_WH10_tclust	filtered_YE182_tclust
75	0.352790023	0.285927748	0.341999371	0.318271033	0.190279744	0.201148326	0.37899362	0.085269668	0.12078083	0.15538743	0.195068661	0.183086732	-1.400338457	1.400338457	0.269556836	0.133296386	0.356328353	0.1425236	0.141462057	-0.301194004	0.155728466	-0.081641025	0.149910848	-0.034860155	-0.224047303	ECU	TGG	ECU-TGG	filtered_WH10_tclust	filtered_YE188_tclust
76	0.203767275	0.180553623	0.232742332	0.336843003	0.310735073	0.150581816	0.437482487	0.033814331	0.107657805	0.036072877	0.084539619	0.084720434	-1.918310329	1.918310329	0.657168119	0.129225621	0.624059525	0.087254448	-0.061895379	0.261318916	0.512398968	0.00048359	-0.045280731	0.040760732	-0.057372975	ECU	TGG	ECU-TGG	filtered_WH10_tclust	filtered_YE189_tclust
77	0.236309642	0.16037593	0.280937312	0.252696226	0.071054101	0.151141646	0.184643919	-0.01590752	0.040761674	0.050673031	0.04705673	0.083136548	-2.543452588	2.543452588	0.394863145	0.150335995	0.023611553	0.244838279	0.042253144	-0.480628749	0.277028274	-0.117182389	0.301368987	-0.029497241	-0.036141419	ECU	TGG	ECU-TGG	filtered_WH10_tclust	filtered_YE41_tclust
78	0.510029075	0.279361686	0.189893699	0.160670139	0.12204931	0.284205604	0.26206332	-0.263055928	-0.075192804	0.224336067	0.185613845	0.237386553	-2.011744383	2.011744383	-0.456301874	-0.107209214	-0.07849072	-0.25933822	0.196109454	-0.340065222	-0.579776314	-0.428308168	-0.236373744	-0.27412509	0.001153247	ECU	TGG	ECU-TGG	filtered_WH18_tclust	filtered_BL65_tclust
79	0.16128575	0.296973121	0.031385546	-0.028901893	0.090498318	0.148482068	0.283952381	-0.189288439	-0.037601448	0.05108889	-0.048372871	0.100925997	-3.151376225	3.151376225	0.566370523	0.148469064	0.411231791	-0.200471965	0.370774802	0.035578926	-0.768217113	-0.291192951	0.065935041	0.165084772	0.169076736	ECU	TGG	ECU-TGG	filtered_WH18_tclust	filtered_BR82_tclust
80	-0.01484221	-0.061370435	-0.17548222	-0.131371171	-0.188010403	-0.057631544	0.166837566	-0.788320815	-0.389617228	-0.374951945	-0.148877478	-0.024345392	-5.797325704	5.797325704	0.248103008	-0.677682192	0.580740828	-0.347545974	0.185784798	-0.005930252	-0.293145977	-0.930267431	-0.311226374	0.109422736	-0.083613984	ECU	TGG	ECU-TGG	filtered_WH18_tclust	filtered_DP51LP79_tclust
81	0.078538989	0.205175959	0.041929818	-0.048183762	0.121672899	0.119657404	0.119143303	-0.339766738	-0.169502652	-0.175479268	-0.00245715	0.040198275	-3.897723879	3.897723879	0.555863949	-0.152980608	-0.07132956	0.049131523	0.494950738	0.314056235	-0.395103194	-0.574654078	0.048019367	0.116926444	-0.013723088	ECU	TGG	ECU-TGG	filtered_WH18_tclust	filtered_DP77_tclust
82	0.34016205	0.220046555	0.15997549	0.295376947	0.169815411	0.208307338	0.404837689	0.039667202	0.033161123	0.049962075	0.13383998	0.279927658	-1.82847513	1.82847513	0.184152561	0.22415833	0.640061366	0.142725585	0.075848418	-0.169326625	0.09814615	-0.56646482	-0.182047753	0.05432346	0.039923721	ECU	TGG	ECU-TGG	filtered_WH18_tclust	filtered_WH10_tclust
83	0.034090647	0.200970307	0.040106216	-0.010998464	0.102962702	0.05703792	0.19977663	-0.242519406	-0.093460823	-0.030956189	-0.064698715	0.076322276	-3.664470554	3.664470554	0.828815464	0.144751764	0.240114577	-0.147446658	0.237795342	0.110948582	-0.430963265	-0.42174655	0.09968463	0.09638982	-0.028392865	ECU	TGG	ECU-TGG	filtered_WH18_tclust	filtered_YE182_tclust
84	0.608830181	-0.0075336	0.091808543	-0.015751708	-0.174516882	0.052316973	0.317584928	-0.5726663	-0.293017599	-0.136216394	0.086105024	-0.093721728	-4.027225913	4.027225913	-1.397103106	-0.694791394	0.658493302	-0.035138218	0.148328498	-0.34309388	-0.35741485	-0.092560221	-0.188752756	-0.235358938	-0.323212294	ECU	TGG	ECU-TGG	filtered_WH18_tclust	filtered_YE188_tclust
85	0.629286837	0.32821517	0.230551527	0.273272189	0.444814298	0.229892871	0.383567471	0.098126479	0.079496891	0.079176639	0.166977744	0.369049885	-0.979992505	0.979992505	-0.527654089	0.581932757	0.255507953	0.05688845	0.131940466	0.510551648	-0.040986814	-0.577469286	-0.036030535	0.111050759	-0.002311054	ECU	TGG	ECU-TGG	filtered_WH18_tclust	filtered_YE189_tclust
86	0.517178345	-0.082216994	0.063075879	-0.096749112	-0.010540993	-0.176851094	0.111803584	-0.661801389	-0.313473182	-0.424991729	-0.171231451	-0.032957483	-5.049249191	5.049249191	-1.313576869	-0.174619296	0.261966923	-0.20721136	0.008415692	0.393115638	0.098538426	-0.572931364	0.347647728	0.174203214	-0.390056879	ECU	TGG	ECU-TGG	filtered_WH18_tclust	filtered_YE41_tclust
87	0.496126852	0.602804224	0.412441754	0.454865178	0.554430622	0.520497255	0.446525401	0.388686875	0.356747004	0.528569208	0.401020626	0.393557402	1.039894925	-1.039894925	0.521496369	0.494428818	-0.179613604	0.071701699	0.293348239	0.028177531	-0.333585129	0.01863781	-0.165196821	-0.066881811	0.151881982	ECU	TGG	ECU-TGG	filtered_YE41_tclust	filtered_BL65_tclust
88	0.40061929	0.611307008	0.277086561	0.252768772	0.550685355	0.473115686	0.266476002	0.180358907	0.219680737	0.3016981	0.241883249	0.190482095	-0.376455406	0.376455406	0.53512506	0.406080854	-0.556218955	0.065801136	0.697809455	0.511169807	-0.526549471	0.101465707	-0.073317748	0.126753957	0.35444323	ECU	TGG	ECU-TGG	filtered_YE41_tclust	filtered_BR82_tclust
89	0.400819569	0.380933043	0.225771002	0.21726052	0.216393613	0.271637892	0.286275303	0.163875793	0.227774542	0.277222672	0.185169401	0.181130641	-1.25696103	1.25696103	0.300475397	0.451014627	0.023629169	0.21403121	0.156810185	-0.304171253	-0.475866532	0.082193853	0.043260457	0.224708609	0.055012139	ECU	TGG	ECU-TGG	filtered_YE41_tclust	filtered_DP51LP79_tclust
90	0.588074194	0.444319629	0.350190239	0.33015756	0.412515144	0.353390123	0.298609949	0.197016915	0.253691569	0.283117426	0.229557823	0.212687945	-0.416764883	0.416764883	-0.148257451	0.472729605	-0.262813775	0.15850182	0.24219574	0.068276194	-0.152662596	0.148897921	0.098698162	0.134884262	0.116388223	ECU	TGG	ECU-TGG	filtered_YE41_tclust	filtered_DP77_tclust
91	0.556973069	0.467909562	0.398294024	0.376913031	0.340496319	0.511811051	0.414682281	0.300274165	0.340556642	0.294872292	0.344399875	0.351194502	0.258451176	-0.258451176	0.049559522	0.134532652	0.03710779	0.39528899	0.244303752	-0.244881018	-0.235039771	-0.147095463	0.083896895	0.184520543	0.251768981	ECU	TGG	ECU-TGG	filtered_YE41_tclust	filtered_WH10_tclust
92	0.653260402	0.214130354	0.217409534	0.235699321	0.276437951	0.161282823	0.197569353	0.081528961	0.152072211	0.088283917	0.230316309	0.11438612	-1.64924236	1.64924236	-0.693723915	0.488216857	-0.183649089	0.505894069	-0.065092595	0.032565267	-0.04585137	0.062817057	-0.058722299	0.270701757	-0.212799856	ECU	TGG	ECU-TGG	filtered_YE41_tclust	filtered_WH18_tclust
93	0.693939651	0.475523592	0.420599926	0.391570532	0.354195937	0.391364646	0.361831597	0.190275413	0.283221434	0.260254585	0.285153776	0.22350713	-0.065968142	0.065968142	-0.472959896	0.256995236	-0.122749706	0.171579172	0.356291918	-0.135033944	-0.022754214	0.187901747	0.135951782	0.190465031	0.07302008	ECU	TGG	ECU-TGG	filtered_YE41_tclust	filtered_YE182_tclust
94	0.070814987	0.218548717	0.127279978	0.041484199	0.054753781	-0.000602133	0.110559644	-0.640537488	-0.023033327	-0.000740156	0.00489265	-0.277056669	-4.114015694	4.114015694	0.564736021	-0.581225895	-0.343575339	-0.576947713	0.314894045	-0.010535071	-0.176532084	0.53454657	-0.046110563	0.23758518	-0.389120427	ECU	TGG	ECU-TGG	filtered_YE41_tclust	filtered_YE188_tclust
95	0.530163749	0.63483763	0.465389053	0.497801945	0.586001889	0.507938794	0.496041494	0.446945114	0.420348801	0.430175533	0.417109008	0.446679523	1.335222235	-1.335222235	0.451002243	0.487326001	-0.029394186	0.147491663	0.372113828	0.133791461	-0.105840207	-0.101715221	-0.010843952	0.154625238	0.077987357	ECU	TGG	ECU-TGG	filtered_YE41_tclust	filtered_YE189_tclust
96	0.382853766	0.377507623	0.128844699	0.13995404	0.089324238	0.074021604	0.122626309	-0.397444688	-0.217840843	0.140233914	0.017637768	-0.11645651	-3.219674391	3.219674391	-0.225289732	0.139768509	-0.3429224	-0.57629671	0.798106417	-0.204568163	-0.301617377	0.302435066	-0.227595472	-0.224092268	-0.162096632	ECU	TGG	ECU-TGG	filtered_YE182_tclust	filtered_BL65_tclust
97	0.098719001	0.33563357	-0.044329758	-0.094129522	0.246771105	-0.002421675	0.129245323	-0.450405337	-0.141948244	0.007697763	-0.229001105	-0.292059763	-4.276813656	4.276813656	0.617651877	0.259070921	-0.151785931	-0.665447571	0.649917674	0.739716191	-0.596015871	0.583313913	-0.02127655	0.154358527	0.154107595	ECU	TGG	ECU-TGG	filtered_YE182_tclust	filtered_BR82_tclust
98	-0.130091305	0.273547014	-0.16375457	-0.182055105	-0.138345147	-0.060977474	0.157341609	-0.718810713	-0.430529201	-0.293410697	-0.317016105	-0.342892301	-5.923177314	5.923177314	0.790146427	-0.381930639	0.459797157	-0.715930703	1.199762315	0.207575362	-0.512223819	0.050213675	-0.096388009	0.112859746	0.16375574	ECU	TGG	ECU-TGG	filtered_YE182_tclust	filtered_DP51LP79_tclust
99	-0.482630148	-0.25585509	-0.405620453	-0.53846317	-0.510002821	-0.362140287	-0.326305994	-1.326054183	-0.722633699	-0.688432468	-0.61862526	-0.762809929	-10.08801287	10.08801287	0.896842218	-0.942903374	-0.230726706	-0.483198254	0.596315783	0.048390458	-0.402550883	0.063856647	0.089897201	0.122461866	0.0598202	ECU	TGG	ECU-TGG	filtered_YE182_tclust	filtered_DP77_tclust
100	0.188920672	0.222728709	0.087247148	0.13241258	-0.046093108	0.046129552	0.297636362	-0.277476623	-0.165443015	-0.120821511	-0.131155625	-0.040442278	-3.705341187	3.705341187	0.240145674	-0.004938595	0.658605312	-0.26515874	0.574342941	-0.249903397	0.084847485	-0.121156394	0.086920066	0.077098915	0.091530291	ECU	TGG	ECU-TGG	filtered_YE182_tclust	filtered_WH10_tclust
101	-0.018827797	0.08195595	-0.030227717	-0.116945655	0.004462686	-0.143054354	-0.117024559	-0.720239139	-0.19761844	-0.270159134	-0.271516443	-0.379454782	-5.816342586	5.816342586	0.502617742	-0.201764942	-0.567034703	-0.425103934	0.358448808	0.293428821	-0.050926542	0.303918176	0.205118118	0.366950989	-0.116567737	ECU	TGG	ECU-TGG	filtered_YE182_tclust	filtered_WH18_tclust
102	0.545795458	0.425003078	0.200032341	0.110880253	0.281114785	0.117916291	0.187177679	-0.279137537	-0.071646654	-0.11312528	0.076413306	-0.044567046	-2.611815841	2.611815841	-0.645458668	0.08005041	-0.253306519	-0.180554481	0.91568546	0.527679505	-0.123606336	0.100463479	0.089112178	0.293007608	-0.180290758	ECU	TGG	ECU-TGG	filtered_YE182_tclust	filtered_YE188_tclust
103	0.464354496	0.381240436	0.122383311	0.134555981	0.107957667	-0.008737839	0.097896825	-0.432350118	-0.184539741	-0.253508514	-0.202615224	0.109578615	-3.572290033	3.572290033	-0.660180658	0.356374598	-0.126459069	-0.673900216	0.9257572	0.156789438	0.178475657	-0.564380708	0.32702527	0.456851896	0.066057804	ECU	TGG	ECU-TGG	filtered_YE182_tclust	filtered_YE189_tclust
104	0.448766861	0.041430914	0.106874028	-0.09452234	-0.001253982	-0.008367312	-0.08239946	-0.484063812	-0.220518756	-0.09551738	-0.207167536	-0.215971414	-4.679450081	4.679450081	-0.781673071	0.128463805	-0.564259489	-0.098109772	0.117659668	-0.015800137	-0.30133495	0.241938625	0.427635183	-0.079036711	0.070974946	ECU	TGG	ECU-TGG	filtered_YE182_tclust	filtered_YE41_tclust
105	0.375321899	0.51775409	0.44279694	0.399608418	0.502851655	0.453484687	0.388321156	0.176151863	0.311894498	0.415922735	0.314317284	0.37425246	0.291701931	-0.291701931	0.662029468	0.183221682	-0.276424143	-0.142923676	0.184897716	0.071157032	-0.172822635	-0.159560886	0.075655908	-0.050991149	0.06111728	ECU	TGG	ECU-TGG	filtered_YE188_tclust	filtered_BL65_tclust
106	0.502488737	0.647752915	0.36434585	0.335203055	0.487242933	0.531357075	0.366223984	0.277039869	0.300677355	0.460882822	0.489158695	0.408679993	0.692576448	-0.692576448	0.378839387	0.275139466	-0.413142623	0.167155778	0.546419688	-0.005742604	-0.723623901	-0.212231812	-0.238255482	0.043260575	-0.003532658	ECU	TGG	ECU-TGG	filtered_YE188_tclust	filtered_BR82_tclust
107	0.448795803	0.337816857	0.22679168	0.262975852	0.219438507	0.337187504	0.265338545	0.116403597	0.169637952	0.200743169	0.325726627	0.272704112	-1.108215293	1.108215293	0.06773332	0.185941295	-0.112667824	0.424801904	0.166555756	-0.318881098	-0.35430826	-0.325800641	-0.202017154	0.156821386	-0.038896456	ECU	TGG	ECU-TGG	filtered_YE188_tclust	filtered_DP51LP79_tclust
108	0.710000322	0.602017705	0.468425772	0.414087277	0.463565691	0.453507814	0.468707861	0.296691421	0.304759846	0.32083529	0.402019307	0.389740707	0.805886089	-0.805886089	-0.342280386	0.304340911	0.012085067	0.132820166	0.539964888	0.038123891	-0.199660198	-0.108219088	0.088359407	0.136887338	-0.047504114	ECU	TGG	ECU-TGG	filtered_YE188_tclust	filtered_DP77_tclust
109	0.570721094	0.559853885	0.437828109	0.448028507	0.447756637	0.551518367	0.560167394	0.393160558	0.369137913	0.413691868	0.514331362	0.48928304	1.22048471	-1.22048471	0.203624499	0.134139589	0.253517118	0.325797907	0.289937706	-0.147069754	-0.33673946	-0.310877396	-0.163162202	0.05048189	0.002057028	ECU	TGG	ECU-TGG	filtered_YE188_tclust	filtered_WH10_tclust
110	0.807640044	0.265195246	0.256991247	0.277538552	0.166976658	0.344052019	0.287661909	0.05063427	0.099937342	0.27004132	0.481702507	0.113812428	-0.925691893	0.925691893	-1.113623734	-0.019374343	-0.1614752	0.62331727	0.098940513	-0.467116491	-0.427900465	0.203045862	-0.504961987	-0.112448664	-0.275989372	ECU	TGG	ECU-TGG	filtered_YE188_tclust	filtered_WH18_tclust
111	0.706312252	0.624376936	0.498068688	0.416430173	0.413595557	0.513769782	0.496663122	0.29269724	0.3229886	0.280958165	0.50027683	0.396173005	0.966727397	-0.966727397	-0.343146102	0.005080796	0.053762527	0.301724543	0.672911012	-0.084246863	-0.236254848	-0.169064754	0.052090619	0.191247339	-0.113485505	ECU	TGG	ECU-TGG	filtered_YE188_tclust	filtered_YE182_tclust
112	0.535199315	0.629672626	0.522684562	0.545534837	0.704773408	0.531384358	0.495462275	0.483977936	0.446963799	0.43672253	0.481976421	0.53753409	1.767732255	-1.767732255	0.507245174	0.503562802	-0.182763872	0.1884631	0.257816277	0.343043238	0.039597021	-0.302550402	-0.004055852	0.098340083	-0.019207758	ECU	TGG	ECU-TGG	filtered_YE188_tclust	filtered_YE189_tclust
113	0.170253634	0.08400172	0.064314694	-0.0045966	-0.121540091	0.021452933	0.078980454	-0.609772016	-0.068560285	0.142348583	0.100015415	-0.020114554	-4.034678893	4.034678893	0.204490745	-0.465308823	-0.278710708	-0.414915982	-0.181967963	-0.680165933	-0.655391418	-0.104439221	-0.226353864	0.010475216	-0.458661239	ECU	TGG	ECU-TGG	filtered_YE188_tclust	filtered_YE41_tclust
114	-0.059590289	0.035291138	-0.03404091	0.070189371	-0.061355937	0.031589764	0.210807986	-0.546969058	-0.40334816	0.121781441	-0.14362847	-0.210170332	-4.726373645	4.726373645	0.813851306	-0.24952258	0.334227289	-0.600354538	0.158761868	-0.305048248	-0.177239106	0.136264306	-0.489001503	-0.773942308	0.070448746	ECU	TGG	ECU-TGG	filtered_YE189_tclust	filtered_BL65_tclust
115	0.023500109	-0.000392798	-0.21219477	0.053424094	0.165448436	-0.18383556	0.108300378	-0.375447492	-0.276876449	-0.08835081	-0.28342196	-0.034896702	-4.903611343	4.903611343	0.633915303	0.785153669	0.283449432	-0.463767742	-0.164317058	0.442301505	0.059445947	-0.371714182	-0.433136361	-0.007902178	0.047054079	ECU	TGG	ECU-TGG	filtered_YE189_tclust	filtered_BR82_tclust
116	0.183573161	-0.36808955	-0.262844664	-0.226940992	-0.18611973	-0.494525749	0.252233759	-0.91678147	-0.620430348	-0.531997934	-0.502437939	-0.592461692	-7.695402842	7.695402842	-0.758734238	-0.216936876	1.358537233	-0.514978037	-0.155061077	0.684234663	0.333460874	0.438187247	-0.15730849	-0.205439535	-0.350875484	ECU	TGG	ECU-TGG	filtered_YE189_tclust	filtered_DP51LP79_tclust
117	0.605661807	-0.361746752	-0.363148267	-0.163225414	-0.477249066	-0.261738965	-0.118544239	-0.851094472	-0.696897855	-0.465460604	-0.654768024	-0.543386482	-7.876208882	7.876208882	-2.117851624	0.275298845	0.423270334	-0.206997002	0.016755218	-0.456764398	0.125418109	0.300465146	-0.213255999	-0.174690734	0.696538748	ECU	TGG	ECU-TGG	filtered_YE189_tclust	filtered_DP77_tclust
118	0.026926285	-0.094350482	-0.085575735	0.036176382	-0.060718323	-0.189470102	0.492360809	-0.452732229	-0.370080761	-0.36127945	-0.280861341	-0.294957553	-5.31188812	5.31188812	0.329827293	-0.241199197	1.700973854	-0.249665867	0.180458586	0.406328335	0.494700712	0.114185247	-0.169921315	-0.145898373	-0.101049221	ECU	TGG	ECU-TGG	filtered_YE189_tclust	filtered_WH10_tclust
119	0.755237437	-0.148966727	-0.102013747	0.104261476	0.10791711	-0.118417845	-0.018674088	-0.643538536	-0.370850434	-0.453801969	-0.122121629	-0.267562802	-5.077479314	5.077479314	-2.031323925	0.085241309	-0.23761359	0.11188817	0.016659113	0.598426725	0.644600649	-0.027303102	-0.504942258	0.178932277	-0.052066821	ECU	TGG	ECU-TGG	filtered_YE189_tclust	filtered_WH18_tclust
120	0.687744992	-0.169592212	-0.086567939	-0.106372762	-0.130321038	-0.226031406	0.052455958	-0.820040698	-0.49363141	-0.538964374	-0.428333753	-0.384219562	-6.283518901	6.283518901	-2.113304336	-0.084008479	0.363681985	-0.326691247	0.214719961	0.410948978	0.352900176	0.140268035	0.163921672	0.099231488	0.123145256	ECU	TGG	ECU-TGG	filtered_YE189_tclust	filtered_YE182_tclust
121	0.051747061	0.191487727	0.104161342	0.273492118	0.166175476	-0.001018898	0.186265348	-0.346182991	-0.159407823	-0.175861119	-0.095653989	-0.198457861	-3.834354765	3.834354765	0.674396159	-0.029668406	0.09776417	-0.282520562	0.53646749	0.239475282	0.765423444	0.175475062	-0.174921202	0.062972676	-0.062132453	ECU	TGG	ECU-TGG	filtered_YE189_tclust	filtered_YE188_tclust
122	0.209717661	0.08682916	0.079714963	0.044584263	0.227988039	0.064789789	0.162124908	-0.351419306	-0.244141351	-0.159239018	-0.182695923	-0.177616795	-4.099013415	4.099013415	0.11327424	0.046154755	0.056943801	-0.122466354	0.277631447	0.654878417	0.166666617	0.084541179	0.095598919	-0.226093707	0.21912703	ECU	TGG	ECU-TGG	filtered_YE189_tclust	filtered_YE41_tclust
123	1.040280522	0.53408567	0.607200405	0.566856766	0.541771259	0.57470895	0.600527088	0.383431568	0.511307147	0.452809732	0.58728677	0.510938455	2.233652178	-2.233652178	-1.146839874	0.111977145	0.087115015	0.289362042	-0.018238197	-0.091378301	-0.042863221	0.00131742	-0.00077126	0.164045816	-0.105245373	ECU	TGC	ECU-TGC	filtered_NewRunDP99_tclust	filtered_NewRunLP47_tclust
124	0.943198148	0.682153973	0.718913202	0.676470828	0.593651128	0.693939427	0.704502046	0.541654776	0.607942759	0.609911681	0.632432996	0.559216038	3.200795537	-3.200795537	-0.565864968	0.093485519	0.177029364	0.184171809	0.17122962	-0.254654644	-0.00936599	0.157361918	0.074140874	0.050007067	0.01596648	ECU	TGC	ECU-TGC	filtered_NewRunDP99_tclust	filtered_NewRunLP49_tclust
125	0.900068002	0.766253789	0.94859181	0.772910125	0.723735377	0.891436981	0.722800337	0.546688291	0.728421019	0.64159458	0.725562863	0.613970187	4.170197976	-4.170197976	-0.270755439	-0.404319798	-0.202019978	0.173303601	0.257095028	-0.141185633	0.239067401	0.14970579	0.377118478	-0.036618665	0.120521138	ECU	TGC	ECU-TGC	filtered_NewRunDP99_tclust	filtered_NewRunLP74_tclust
126	1.061214141	0.72279853	0.772344487	0.78962575	0.745782845	0.774551181	0.762509139	0.669836929	0.75578231	0.693907753	0.74925181	0.665776104	4.264596093	-4.264596093	-0.684441435	0.192912185	0.09090083	0.270537413	-0.018971713	-0.10775507	0.09437037	0.146372656	-0.054397147	0.158932998	0.016507519	ECU	TGC	ECU-TGC	filtered_NewRunDP99_tclust	filtered_NewRunLP85_tclust
