	logamplitude	logpitch	logFM	logAM2	logentropy	logpitchgoodness	logmeanfreq	logvpitch	logvFM	logventropy	logvpitchgoodness	vmeanfreq	PC1	PC1neg	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	Population	Template	Target
102	0.545795458	0.425003078	0.200032341	0.110880253	0.281114785	0.117916291	0.187177679	-0.279137537	-0.071646654	-0.11312528	0.076413306	-0.044567046	-2.611815841	2.611815841	-0.645458668	0.08005041	-0.253306519	-0.180554481	0.91568546	0.527679505	-0.123606336	0.100463479	0.089112178	0.293007608	-0.180290758	Timor	filtered_YE182_tclust	filtered_YE188_tclust
103	0.464354496	0.381240436	0.122383311	0.134555981	0.107957667	-0.008737839	0.097896825	-0.432350118	-0.184539741	-0.253508514	-0.202615224	0.109578615	-3.572290033	3.572290033	-0.660180658	0.356374598	-0.126459069	-0.673900216	0.9257572	0.156789438	0.178475657	-0.564380708	0.32702527	0.456851896	0.066057804	Timor	filtered_YE182_tclust	filtered_YE189_tclust
104	0.448766861	0.041430914	0.106874028	-0.09452234	-0.001253982	-0.008367312	-0.08239946	-0.484063812	-0.220518756	-0.09551738	-0.207167536	-0.215971414	-4.679450081	4.679450081	-0.781673071	0.128463805	-0.564259489	-0.098109772	0.117659668	-0.015800137	-0.30133495	0.241938625	0.427635183	-0.079036711	0.070974946	Timor	filtered_YE182_tclust	filtered_YE41_tclust
105	0.375321899	0.51775409	0.44279694	0.399608418	0.502851655	0.453484687	0.388321156	0.176151863	0.311894498	0.415922735	0.314317284	0.37425246	0.291701931	-0.291701931	0.662029468	0.183221682	-0.276424143	-0.142923676	0.184897716	0.071157032	-0.172822635	-0.159560886	0.075655908	-0.050991149	0.06111728	Timor	filtered_YE188_tclust	filtered_BL65_tclust
106	0.502488737	0.647752915	0.36434585	0.335203055	0.487242933	0.531357075	0.366223984	0.277039869	0.300677355	0.460882822	0.489158695	0.408679993	0.692576448	-0.692576448	0.378839387	0.275139466	-0.413142623	0.167155778	0.546419688	-0.005742604	-0.723623901	-0.212231812	-0.238255482	0.043260575	-0.003532658	Timor	filtered_YE188_tclust	filtered_BR82_tclust
107	0.448795803	0.337816857	0.22679168	0.262975852	0.219438507	0.337187504	0.265338545	0.116403597	0.169637952	0.200743169	0.325726627	0.272704112	-1.108215293	1.108215293	0.06773332	0.185941295	-0.112667824	0.424801904	0.166555756	-0.318881098	-0.35430826	-0.325800641	-0.202017154	0.156821386	-0.038896456	Timor	filtered_YE188_tclust	filtered_DP51LP79_tclust
108	0.710000322	0.602017705	0.468425772	0.414087277	0.463565691	0.453507814	0.468707861	0.296691421	0.304759846	0.32083529	0.402019307	0.389740707	0.805886089	-0.805886089	-0.342280386	0.304340911	0.012085067	0.132820166	0.539964888	0.038123891	-0.199660198	-0.108219088	0.088359407	0.136887338	-0.047504114	Timor	filtered_YE188_tclust	filtered_DP77_tclust
109	0.570721094	0.559853885	0.437828109	0.448028507	0.447756637	0.551518367	0.560167394	0.393160558	0.369137913	0.413691868	0.514331362	0.48928304	1.22048471	-1.22048471	0.203624499	0.134139589	0.253517118	0.325797907	0.289937706	-0.147069754	-0.33673946	-0.310877396	-0.163162202	0.05048189	0.002057028	Timor	filtered_YE188_tclust	filtered_WH10_tclust
110	0.807640044	0.265195246	0.256991247	0.277538552	0.166976658	0.344052019	0.287661909	0.05063427	0.099937342	0.27004132	0.481702507	0.113812428	-0.925691893	0.925691893	-1.113623734	-0.019374343	-0.1614752	0.62331727	0.098940513	-0.467116491	-0.427900465	0.203045862	-0.504961987	-0.112448664	-0.275989372	Timor	filtered_YE188_tclust	filtered_WH18_tclust
111	0.706312252	0.624376936	0.498068688	0.416430173	0.413595557	0.513769782	0.496663122	0.29269724	0.3229886	0.280958165	0.50027683	0.396173005	0.966727397	-0.966727397	-0.343146102	0.005080796	0.053762527	0.301724543	0.672911012	-0.084246863	-0.236254848	-0.169064754	0.052090619	0.191247339	-0.113485505	Timor	filtered_YE188_tclust	filtered_YE182_tclust
112	0.535199315	0.629672626	0.522684562	0.545534837	0.704773408	0.531384358	0.495462275	0.483977936	0.446963799	0.43672253	0.481976421	0.53753409	1.767732255	-1.767732255	0.507245174	0.503562802	-0.182763872	0.1884631	0.257816277	0.343043238	0.039597021	-0.302550402	-0.004055852	0.098340083	-0.019207758	Timor	filtered_YE188_tclust	filtered_YE189_tclust
113	0.170253634	0.08400172	0.064314694	-0.0045966	-0.121540091	0.021452933	0.078980454	-0.609772016	-0.068560285	0.142348583	0.100015415	-0.020114554	-4.034678893	4.034678893	0.204490745	-0.465308823	-0.278710708	-0.414915982	-0.181967963	-0.680165933	-0.655391418	-0.104439221	-0.226353864	0.010475216	-0.458661239	Timor	filtered_YE188_tclust	filtered_YE41_tclust
114	-0.059590289	0.035291138	-0.03404091	0.070189371	-0.061355937	0.031589764	0.210807986	-0.546969058	-0.40334816	0.121781441	-0.14362847	-0.210170332	-4.726373645	4.726373645	0.813851306	-0.24952258	0.334227289	-0.600354538	0.158761868	-0.305048248	-0.177239106	0.136264306	-0.489001503	-0.773942308	0.070448746	Timor	filtered_YE189_tclust	filtered_BL65_tclust
115	0.023500109	-0.000392798	-0.21219477	0.053424094	0.165448436	-0.18383556	0.108300378	-0.375447492	-0.276876449	-0.08835081	-0.28342196	-0.034896702	-4.903611343	4.903611343	0.633915303	0.785153669	0.283449432	-0.463767742	-0.164317058	0.442301505	0.059445947	-0.371714182	-0.433136361	-0.007902178	0.047054079	Timor	filtered_YE189_tclust	filtered_BR82_tclust
116	0.183573161	-0.36808955	-0.262844664	-0.226940992	-0.18611973	-0.494525749	0.252233759	-0.91678147	-0.620430348	-0.531997934	-0.502437939	-0.592461692	-7.695402842	7.695402842	-0.758734238	-0.216936876	1.358537233	-0.514978037	-0.155061077	0.684234663	0.333460874	0.438187247	-0.15730849	-0.205439535	-0.350875484	Timor	filtered_YE189_tclust	filtered_DP51LP79_tclust
117	0.605661807	-0.361746752	-0.363148267	-0.163225414	-0.477249066	-0.261738965	-0.118544239	-0.851094472	-0.696897855	-0.465460604	-0.654768024	-0.543386482	-7.876208882	7.876208882	-2.117851624	0.275298845	0.423270334	-0.206997002	0.016755218	-0.456764398	0.125418109	0.300465146	-0.213255999	-0.174690734	0.696538748	Timor	filtered_YE189_tclust	filtered_DP77_tclust
118	0.026926285	-0.094350482	-0.085575735	0.036176382	-0.060718323	-0.189470102	0.492360809	-0.452732229	-0.370080761	-0.36127945	-0.280861341	-0.294957553	-5.31188812	5.31188812	0.329827293	-0.241199197	1.700973854	-0.249665867	0.180458586	0.406328335	0.494700712	0.114185247	-0.169921315	-0.145898373	-0.101049221	Timor	filtered_YE189_tclust	filtered_WH10_tclust
119	0.755237437	-0.148966727	-0.102013747	0.104261476	0.10791711	-0.118417845	-0.018674088	-0.643538536	-0.370850434	-0.453801969	-0.122121629	-0.267562802	-5.077479314	5.077479314	-2.031323925	0.085241309	-0.23761359	0.11188817	0.016659113	0.598426725	0.644600649	-0.027303102	-0.504942258	0.178932277	-0.052066821	Timor	filtered_YE189_tclust	filtered_WH18_tclust
120	0.687744992	-0.169592212	-0.086567939	-0.106372762	-0.130321038	-0.226031406	0.052455958	-0.820040698	-0.49363141	-0.538964374	-0.428333753	-0.384219562	-6.283518901	6.283518901	-2.113304336	-0.084008479	0.363681985	-0.326691247	0.214719961	0.410948978	0.352900176	0.140268035	0.163921672	0.099231488	0.123145256	Timor	filtered_YE189_tclust	filtered_YE182_tclust
121	0.051747061	0.191487727	0.104161342	0.273492118	0.166175476	-0.001018898	0.186265348	-0.346182991	-0.159407823	-0.175861119	-0.095653989	-0.198457861	-3.834354765	3.834354765	0.674396159	-0.029668406	0.09776417	-0.282520562	0.53646749	0.239475282	0.765423444	0.175475062	-0.174921202	0.062972676	-0.062132453	Timor	filtered_YE189_tclust	filtered_YE188_tclust
122	0.209717661	0.08682916	0.079714963	0.044584263	0.227988039	0.064789789	0.162124908	-0.351419306	-0.244141351	-0.159239018	-0.182695923	-0.177616795	-4.099013415	4.099013415	0.11327424	0.046154755	0.056943801	-0.122466354	0.277631447	0.654878417	0.166666617	0.084541179	0.095598919	-0.226093707	0.21912703	Timor	filtered_YE189_tclust	filtered_YE41_tclust
123	1.040280522	0.53408567	0.607200405	0.566856766	0.541771259	0.57470895	0.600527088	0.383431568	0.511307147	0.452809732	0.58728677	0.510938455	2.233652178	-2.233652178	-1.146839874	0.111977145	0.087115015	0.289362042	-0.018238197	-0.091378301	-0.042863221	0.00131742	-0.00077126	0.164045816	-0.105245373	ECU	filtered_NewRunDP99_tclust	filtered_NewRunLP47_tclust
124	0.943198148	0.682153973	0.718913202	0.676470828	0.593651128	0.693939427	0.704502046	0.541654776	0.607942759	0.609911681	0.632432996	0.559216038	3.200795537	-3.200795537	-0.565864968	0.093485519	0.177029364	0.184171809	0.17122962	-0.254654644	-0.00936599	0.157361918	0.074140874	0.050007067	0.01596648	ECU	filtered_NewRunDP99_tclust	filtered_NewRunLP49_tclust
125	0.900068002	0.766253789	0.94859181	0.772910125	0.723735377	0.891436981	0.722800337	0.546688291	0.728421019	0.64159458	0.725562863	0.613970187	4.170197976	-4.170197976	-0.270755439	-0.404319798	-0.202019978	0.173303601	0.257095028	-0.141185633	0.239067401	0.14970579	0.377118478	-0.036618665	0.120521138	ECU	filtered_NewRunDP99_tclust	filtered_NewRunLP74_tclust
126	1.061214141	0.72279853	0.772344487	0.78962575	0.745782845	0.774551181	0.762509139	0.669836929	0.75578231	0.693907753	0.74925181	0.665776104	4.264596093	-4.264596093	-0.684441435	0.192912185	0.09090083	0.270537413	-0.018971713	-0.10775507	0.09437037	0.146372656	-0.054397147	0.158932998	0.016507519	ECU	filtered_NewRunDP99_tclust	filtered_NewRunLP85_tclust
127	0.951373706	0.91116916	0.825727935	0.694114951	0.557818545	0.939009303	0.854500737	0.142053909	0.538001844	0.540160337	0.771814777	0.467629485	3.54819518	-3.54819518	-0.720908685	-1.209540412	0.159121155	-0.344246444	1.020435265	-0.1744832	-0.137747943	0.253030455	-0.124957625	-0.007249073	0.119209472	ECU	filtered_NewRunDP99_tclust	filtered_NewRunLP87_tclust
128	0.611116348	0.523696916	0.633361172	0.618049335	0.687376308	0.604745394	0.549758812	0.438300917	0.624120001	0.587192336	0.603854661	0.472173928	2.311877082	-2.311877082	0.364129695	0.062370737	-0.257105376	0.246869267	-0.285272026	0.07182135	0.107348432	0.145559003	-0.046068378	0.052214388	-0.120251217	ECU	filtered_NewRunDP99_tclust	filtered_NewRunPU167_tclust
129	0.979389247	0.746541055	0.895627114	0.699390424	0.633438807	0.838070121	0.797105272	0.500385583	0.719338513	0.594746843	0.725671694	0.501823004	3.841807953	-3.841807953	-0.604154763	-0.529176327	0.155785455	0.22238164	0.31404105	-0.161659107	0.06388913	0.426212809	0.323003413	0.0789176	0.028563205	ECU	filtered_NewRunDP99_tclust	filtered_NewRunPU170_tclust
130	0.612159625	0.648078645	0.789555352	0.538090285	0.589941023	0.762433849	0.633619053	0.414113143	0.616119012	0.459764907	0.670547141	0.594773849	2.685889969	-2.685889969	0.306617172	-0.548370473	-0.078747453	0.347195047	0.218523791	-0.058141607	-0.115479644	-0.276700392	0.424098509	0.091921458	-0.068747481	ECU	filtered_NewRunDP99_tclust	filtered_SameEarlierALP68_tclust
131	0.876617205	0.651958505	0.704441901	0.601785337	0.529995017	0.729895655	0.734913758	0.463664176	0.609480022	0.556142001	0.779158793	0.542765297	3.049909862	-3.049909862	-0.450489495	-0.38574709	0.250348805	0.407556727	0.193098187	-0.290368169	-0.236318381	0.057570758	-0.065992493	0.093025264	-0.202361296	ECU	filtered_NewRunDP99_tclust	filtered_SameEarlierALP75_tclust
132	0.982955213	0.394198695	0.603663907	0.572092878	0.288043153	0.544651853	0.419044253	-0.03484254	0.253241282	0.455008927	0.43244639	0.530245509	0.98045789	-0.98045789	-1.417700123	-0.268220441	-0.313765711	-0.294068645	-0.11344818	-0.768610977	0.110071964	-0.403798542	0.005933119	-0.292650463	0.02236637	ECU	filtered_NewRunLP47_tclust	filtered_NewRunDP99_tclust
133	0.700919169	0.536915251	0.579939035	0.547251705	0.442023177	0.468294012	0.728658605	0.353511779	0.423069593	0.504478231	0.473207351	0.543418563	1.73607642	-1.73607642	-0.161259053	0.106674809	0.697488699	-0.11747645	0.021469523	-0.284498248	-0.051362267	-0.156793636	0.071904558	-0.066723837	-0.216127773	ECU	filtered_NewRunLP47_tclust	filtered_NewRunLP49_tclust
134	1.089571107	0.762297018	0.864438076	0.751446576	0.832561008	0.912018046	0.84340933	0.729718776	0.747397921	0.753277874	0.764607916	0.739743569	4.834866432	-4.834866432	-0.670761134	0.043611705	0.154312796	0.284459566	0.025884705	0.10120862	-0.110455814	0.050447914	0.145621196	-0.108346895	0.206135129	ECU	filtered_NewRunLP47_tclust	filtered_NewRunLP74_tclust
135	1.006466038	0.819554193	0.804184594	0.854183828	0.920371567	0.835437614	0.868469422	0.773793987	0.787597423	0.820312035	0.79956022	0.807234159	5.120881129	-5.120881129	-0.285840153	0.352156276	0.181112321	0.074232042	-0.01128409	0.167870335	0.042573463	-0.031252605	-0.162692479	0.001235189	0.031458348	ECU	filtered_NewRunLP47_tclust	filtered_NewRunLP85_tclust
136	0.816404486	0.747641198	0.870066132	0.681157888	0.456789261	0.867997578	0.95473965	0.200383456	0.458681804	0.69840305	0.666767651	0.705926093	3.483193503	-3.483193503	-0.345062727	-0.998337856	0.69251418	-0.586735636	0.419285615	-0.586313002	-0.210070043	-0.286919038	0.135635686	-0.527444644	0.065801235	ECU	filtered_NewRunLP47_tclust	filtered_NewRunLP87_tclust
137	1.154489138	0.543210087	0.681669665	0.632433971	0.831249703	0.569396071	0.618670777	0.229859905	0.546622255	0.605303332	0.529248149	0.64272119	2.878631479	-2.878631479	-1.38398002	0.266696027	-0.264094165	-0.411754684	-0.417034233	0.497585871	0.06339293	-0.097321536	0.011547817	-0.031358314	-0.099629971	ECU	filtered_NewRunLP47_tclust	filtered_NewRunPU167_tclust
138	0.946648605	0.774837913	0.866160354	0.754555836	0.845633224	0.886497407	0.896999428	0.685953073	0.73038335	0.724086653	0.793979568	0.722415718	4.724273781	-4.724273781	-0.25777797	-0.141611804	0.304074634	0.206614387	0.1074368	0.203955531	-0.035679314	0.015530399	0.083959635	-0.130231841	0.053083702	ECU	filtered_NewRunLP47_tclust	filtered_NewRunPU170_tclust
139	1.165273165	0.58445596	0.738803763	0.59505027	0.70173761	0.660988356	0.641765105	0.077023448	0.461391181	0.570248263	0.386977546	0.727373406	2.674918618	-2.674918618	-1.562906185	-0.036142559	-0.15009606	-0.786607221	-0.194477892	0.233593672	-0.03735956	-0.41158773	0.341128241	-0.154982618	0.260339732	ECU	filtered_NewRunLP47_tclust	filtered_SameEarlierALP68_tclust
140	0.886831272	0.592526805	0.747479706	0.682390585	0.495433847	0.659604374	0.710840631	0.354193121	0.478577075	0.641430301	0.536888175	0.706600015	2.821868307	-2.821868307	-0.58910197	-0.05132711	0.282656812	-0.269577759	-0.04837488	-0.53759769	0.055061865	-0.341988117	0.181624328	-0.279434522	0.020063006	ECU	filtered_NewRunLP47_tclust	filtered_SameEarlierALP75_tclust
141	0.581842828	0.591325134	0.460227199	0.508670451	0.382298066	0.460516113	0.707455475	0.051131748	0.284534289	0.554917019	0.364879895	0.155710287	0.722231547	-0.722231547	0.040582263	-0.26388044	0.580474738	-0.602154328	0.425177714	-0.211822509	-0.149276968	0.710354277	-0.333583123	-0.251363246	-0.018775674	ECU	filtered_NewRunLP49_tclust	filtered_NewRunDP99_tclust
142	0.585259219	0.418371192	0.340518586	0.361442174	0.31357132	0.148719958	0.613557949	-0.048969529	0.09984438	0.388121911	0.195774814	0.288079786	-0.56590924	0.56590924	-0.309230061	0.28371032	0.793328005	-0.749322454	0.122110877	-0.067676471	-0.148911891	0.043235549	-0.124498699	-0.230359508	-0.392142478	ECU	filtered_NewRunLP49_tclust	filtered_NewRunLP47_tclust
143	0.576680159	0.67252784	0.575477729	0.549875939	0.68028502	0.67138925	0.880390775	0.28843364	0.451868816	0.649967284	0.452200239	0.459605014	2.345422248	-2.345422248	0.435950742	-0.218231426	0.725884452	-0.526182365	0.203411126	0.363669947	-0.285332269	0.214640103	-0.157199063	-0.303171949	0.227917181	ECU	filtered_NewRunLP49_tclust	filtered_NewRunLP74_tclust
144	0.671750312	0.731003771	0.722364101	0.721576436	0.738836024	0.706543979	0.705696439	0.581312656	0.665959874	0.730746847	0.667819776	0.586587884	3.472771997	-3.472771997	0.4446393	0.148592774	-0.006522728	0.023276891	0.08238458	-0.046523531	0.018293537	0.156835136	-0.057741383	-0.046149703	-0.056044259	ECU	filtered_NewRunLP49_tclust	filtered_NewRunLP85_tclust
145	0.432381024	0.460383168	0.586072544	0.494404202	0.439204966	0.669707556	0.525139756	0.224429492	0.417724562	0.528041767	0.55855416	0.286318673	1.159285905	-1.159285905	0.595759832	-0.590481598	-0.144393846	0.269176505	0.016893896	-0.301085276	-0.125982936	0.258152446	-0.09954103	-0.303995648	0.050658608	ECU	filtered_NewRunLP49_tclust	filtered_NewRunLP87_tclust
146	0.7354381	0.644399886	0.590723214	0.618890036	0.597761833	0.540450416	0.475191673	0.126996233	0.369312675	0.560707374	0.447909766	0.449458021	1.650984374	-1.650984374	-0.274599074	0.092450315	-0.454602662	-0.52008369	0.285300613	-0.053569775	0.101404443	0.023800103	-0.127529726	-0.141050792	-0.023346866	ECU	filtered_NewRunLP49_tclust	filtered_NewRunPU167_tclust
147	0.441515391	0.636649897	0.576735449	0.573923111	0.626962932	0.67706294	0.336105551	0.256824787	0.406002137	0.64390194	0.509362193	0.36397987	1.541470652	-1.541470652	0.755245295	0.004509084	-0.95905333	-0.070951708	0.279262065	-0.110246008	-0.095386095	0.164250012	-0.17728471	-0.302428327	0.18186098	ECU	filtered_NewRunLP49_tclust	filtered_NewRunPU170_tclust
148	0.936551562	0.561169273	0.667858718	0.498013971	0.461040752	0.680545668	0.555049001	0.020202711	0.504482068	0.589132479	0.402439938	0.464148585	1.79789792	-1.79789792	-0.948503135	-0.432381888	-0.243154953	-0.518488239	-0.07816055	-0.311566081	-0.330267086	0.149815951	0.270495636	-0.024369046	0.301579095	ECU	filtered_NewRunLP49_tclust	filtered_SameEarlierALP68_tclust
149	0.367488552	0.525081354	0.601230126	0.492873084	0.397729918	0.68539263	0.289025997	0.173454081	0.335438151	0.398268919	0.483931139	0.452925747	0.793644445	-0.793644445	0.674968081	-0.424258933	-0.785116176	0.230719685	0.32796931	-0.478675048	-0.007245577	-0.453567649	0.162469043	-0.181488896	0.191767734	ECU	filtered_NewRunLP49_tclust	filtered_SameEarlierALP75_tclust
150	0.470867814	0.623738482	0.818696143	0.742881501	0.363868161	0.874646555	0.501878041	0.16276487	0.352827957	0.521812652	0.684607131	0.416903818	2.064507375	-2.064507375	0.488960199	-1.123393964	-0.538499753	0.104549873	0.615101187	-0.898539962	0.426803652	-0.104181678	-0.041013937	-0.555167899	0.138750601	ECU	filtered_NewRunLP74_tclust	filtered_NewRunDP99_tclust
151	0.953637565	0.648350474	0.76198334	0.66296389	0.778411458	0.757308991	0.82271944	0.608469624	0.722926264	0.684559622	0.700337203	0.799391764	4.040661604	-4.040661604	-0.427750445	0.100645584	0.332622051	0.136054911	-0.292296291	0.144863272	-0.186967855	-0.288884867	0.133879718	0.032499634	-0.013192984	ECU	filtered_NewRunLP74_tclust	filtered_NewRunLP47_tclust
152	0.678714597	0.710575286	0.688385634	0.711948433	0.607472585	0.690013612	0.769062644	0.501125867	0.614562327	0.584295443	0.615784915	0.622558702	3.101689859	-3.101689859	0.252100808	-0.05874068	0.388210601	-0.024470161	0.221753291	-0.201684468	0.114853405	-0.114053441	-0.016378445	0.098655918	0.010206861	ECU	filtered_NewRunLP74_tclust	filtered_NewRunLP49_tclust
153	0.81944563	0.881745145	0.887113868	0.804860405	0.92521577	0.893858676	0.878881576	0.724912628	0.818013633	0.767313081	0.81682557	0.792498451	5.087088416	-5.087088416	0.281860003	-0.042961027	0.117230329	0.056139045	0.205749306	0.257079989	0.002118032	-0.083465956	0.094625884	0.03539806	0.003291721	ECU	filtered_NewRunLP74_tclust	filtered_NewRunLP85_tclust
154	0.757738096	0.582318832	0.599616582	0.520468922	0.490114105	0.745003043	0.90432163	0.449002943	0.493424691	0.511036381	0.594726158	0.539362972	2.533963767	-2.533963767	-0.189748155	-0.420410173	1.014010284	0.239152473	0.15407424	-0.087867214	-0.361277078	-0.068897726	-0.055652889	-0.118293385	0.193526191	ECU	filtered_NewRunLP74_tclust	filtered_NewRunLP87_tclust
155	0.84297887	0.788142882	0.903605822	0.706118354	0.722902344	0.7853217	0.771528678	0.651509774	0.690644171	0.681429608	0.734229845	0.741903583	4.178157097	-4.178157097	-0.052323119	-0.039050683	0.096203297	0.151584684	0.235436618	-0.123780219	-0.028971387	-0.154297492	0.406580008	-0.0766475	-0.135879337	ECU	filtered_NewRunLP74_tclust	filtered_NewRunPU167_tclust
156	0.175641387	0.064445952	0.186691191	0.10664087	0.330494354	0.235357746	0.384670839	-0.202340939	0.108671935	0.073706034	0.151450773	0.097864339	-2.35162838	2.35162838	0.602595703	-0.406020523	0.323857716	0.099300295	-0.457923081	0.528745006	-0.194852662	-0.167693129	-0.073911195	-0.062449501	-0.062942361	ECU	filtered_NewRunLP74_tclust	filtered_NewRunPU170_tclust
157	0.901225923	0.832315376	0.860198462	0.7476337	0.884833545	0.744862718	0.818376914	0.660648691	0.766900875	0.761906265	0.730789737	0.827936231	4.640012211	-4.640012211	-0.082664819	0.264841513	0.095416719	-0.136961551	0.049996082	0.212447741	-0.061244203	-0.190678567	0.234760487	0.055622013	-0.178580906	ECU	filtered_NewRunLP74_tclust	filtered_SameEarlierALP68_tclust
158	0.678855104	0.849448201	0.72961221	0.807389748	0.767397525	0.694479522	0.887362612	0.650476772	0.711246901	0.703320615	0.676873668	0.760179093	4.114038406	-4.114038406	0.534700279	0.2408214	0.543524711	-0.228430867	0.274910445	-0.007071035	0.130257195	-0.182452783	-0.086391581	0.151381943	-0.102584074	ECU	filtered_NewRunLP74_tclust	filtered_SameEarlierALP75_tclust
159	0.75391314	0.51844557	0.482355025	0.507789493	0.592108003	0.497444395	0.711013975	0.270048227	0.466356801	0.442053837	0.415951324	0.441301603	1.554526065	-1.554526065	-0.323621964	0.098706731	0.546037682	-0.160982878	-0.066732083	0.301285521	-0.076726962	0.064180319	-0.106395089	0.142850268	0.035211679	ECU	filtered_NewRunLP85_tclust	filtered_NewRunDP99_tclust
160	0.771361192	0.557442172	0.61152634	0.578887925	0.695783132	0.678610543	0.690996328	0.392766615	0.589782505	0.473471895	0.581558052	0.611048697	2.573657439	-2.573657439	-0.188621321	-0.103630564	0.187862901	0.148733457	-0.141807184	0.301574794	-0.035429641	-0.27005855	-0.014768665	0.157540712	0.087198296	ECU	filtered_NewRunLP85_tclust	filtered_NewRunLP47_tclust
161	0.595211	0.604542673	0.595772762	0.551273899	0.567143742	0.613432935	0.664221459	0.412620964	0.628991955	0.482265484	0.638059032	0.433493645	2.173486563	-2.173486563	0.352416077	-0.235043962	0.207883183	0.302014555	0.087529421	-0.01603821	-0.107665002	0.164670476	-0.054571557	0.299517899	-0.16787908	ECU	filtered_NewRunLP85_tclust	filtered_NewRunLP49_tclust
162	0.670957907	0.727545007	0.786637212	0.601450316	0.882481297	0.829516135	0.857999614	0.519852205	0.69150036	0.556647829	0.802410763	0.573736909	3.752073791	-3.752073791	0.404671777	-0.548995847	0.245136939	0.299692837	0.198587299	0.69881637	-0.13704354	0.04071718	0.040156085	0.005967302	-0.133204673	ECU	filtered_NewRunLP85_tclust	filtered_NewRunLP74_tclust
163	0.56749314	0.637210254	0.719372138	0.672000992	0.864366589	0.793927967	0.758340876	0.463315107	0.526842385	0.548931191	0.775334686	0.595724223	3.251244404	-3.251244404	0.586780314	-0.424209456	0.042788639	0.261393451	0.131997124	0.583413398	0.151666065	-0.247053501	-0.246953178	-0.305158395	-0.109997582	ECU	filtered_NewRunLP85_tclust	filtered_NewRunLP87_tclust
164	0.834169271	0.341204898	0.316127545	0.299150112	0.37842902	0.527043726	0.464055797	0.146234547	0.314554119	0.314932984	0.331436763	0.502944828	0.300387304	-0.300387304	-0.913427141	0.115219553	0.164532945	0.205672903	-0.253410829	-0.024907365	-0.572176937	-0.514536484	-0.084013226	0.151550338	0.359139192	ECU	filtered_NewRunLP85_tclust	filtered_NewRunPU167_tclust
165	0.420122836	0.52815657	0.575083136	0.510951517	0.519412743	0.669338517	0.629566134	0.276862579	0.573139982	0.438224216	0.655057975	0.452994422	1.7286699	-1.7286699	0.746697048	-0.645692658	0.111160238	0.310985077	-0.002748053	-0.060758351	-0.141411939	-0.122959906	-0.125078481	0.174165362	-0.114563895	ECU	filtered_NewRunLP85_tclust	filtered_NewRunPU170_tclust
166	1.017136245	0.746525629	0.817714155	0.753790804	0.872155203	0.764603481	0.766956699	0.322088156	0.688157285	0.683716854	0.746187993	0.625331182	4.029631535	-4.029631535	-0.692986346	-0.29756625	-0.19398258	-0.330982015	0.028770268	0.374357699	0.103616878	0.140621341	-0.103357736	0.016484298	-0.14958932	ECU	filtered_NewRunLP85_tclust	filtered_SameEarlierALP68_tclust
167	0.196986164	0.373630391	0.290844119	0.433026921	0.504402454	0.637126345	0.515786805	-0.159057145	0.458134872	-0.002007553	0.625474241	0.25243839	-0.09656814	0.09656814	0.937182986	-1.389845725	-0.039627324	0.398531716	0.115720867	0.562432861	0.187999601	-0.408794226	-0.749704229	0.685362293	0.015379505	ECU	filtered_NewRunLP85_tclust	filtered_SameEarlierALP75_tclust
168	0.620570229	0.480153076	0.571850579	0.501259151	0.155339543	0.682604949	0.647133358	-0.129144285	0.173895796	0.19960097	0.36231976	0.098035605	0.110996216	-0.110996216	-0.471347343	-1.305835527	0.505784625	-0.119049241	0.765396488	-0.516894982	0.266926058	0.34494505	-0.013308117	-0.254542747	0.408140827	ECU	filtered_NewRunLP87_tclust	filtered_NewRunDP99_tclust
169	0.640711867	0.46783976	0.586560405	0.494237641	0.46332318	0.627000962	0.686412855	0.198536156	0.360561689	0.494038245	0.464795726	0.499918817	1.486058152	-1.486058152	-0.086118524	-0.390408501	0.423694137	-0.107731813	-0.049254007	-0.136863059	-0.157378161	-0.217986951	0.027688573	-0.323724627	0.109582372	ECU	filtered_NewRunLP87_tclust	filtered_NewRunLP47_tclust
170	0.434910569	0.486018527	0.474552793	0.45879483	0.406672602	0.455690482	0.46404164	0.335285733	0.401299306	0.409345438	0.372231603	0.403865926	0.646150727	-0.646150727	0.550193681	0.214006975	0.071308089	0.166519907	0.07352305	-0.277482804	-0.054581721	-0.114481666	0.123822211	0.08335492	0.004147925	ECU	filtered_NewRunLP87_tclust	filtered_NewRunLP49_tclust
171	0.77582562	0.612297401	0.588879541	0.603033575	0.595959717	0.642318849	0.920569785	0.512553971	0.52681676	0.56090115	0.548415195	0.578668697	2.77959046	-2.77959046	-0.134894807	0.017390504	1.046480405	0.014520318	0.057124697	0.072543038	-0.135230404	-0.024141763	-0.105929815	-0.054097375	0.082597801	ECU	filtered_NewRunLP87_tclust	filtered_NewRunLP74_tclust
172	0.72715458	0.727811654	0.759429221	0.655951408	0.791713029	0.811279681	0.671128798	0.50340338	0.606029103	0.603605344	0.781677627	0.690573025	3.578517755	-3.578517755	0.170886543	-0.224428911	-0.242522226	0.238618661	0.218531582	0.221010367	-0.101435152	-0.331522453	-0.032856477	-0.082083157	-0.088329649	ECU	filtered_NewRunLP87_tclust	filtered_NewRunLP85_tclust
